servicio_id,fecha_revision,descripcion_problema,costo,mascota_id,catalogo_diagnostico_id,empleado_id
703,04/05/2024,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,1906.47,703,703,4
704,03/25/2024,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",905.01,704,704,58
705,07/20/2023,Fusce consequat. Nulla nisl. Nunc nisl.,1049.84,705,705,70
706,03/04/2024,Sed ante. Vivamus tortor. Duis mattis egestas metus.,804.99,706,706,9
707,11/28/2023,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1970.76,707,707,17
708,12/02/2023,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1652.2,708,708,6
709,03/25/2024,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1201.51,709,709,33
710,03/21/2024,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",1722.97,710,710,11
711,11/23/2023,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,1272.93,711,711,9
712,03/02/2024,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1748.19,712,712,29
713,01/01/2024,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1789.72,713,713,31
714,07/26/2023,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",1187.43,714,714,28
715,12/25/2023,Sed ante. Vivamus tortor. Duis mattis egestas metus.,1723.44,715,715,19
716,07/26/2023,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,906.51,716,716,60
717,05/26/2024,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1762.1,717,717,53
718,02/19/2024,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,1109.2,718,718,9
719,07/31/2023,Fusce consequat. Nulla nisl. Nunc nisl.,1943.15,719,719,40
720,09/12/2023,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,1001.43,720,720,37
721,09/29/2023,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",520.85,721,721,12
722,10/31/2023,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",679.62,722,722,68
723,12/28/2023,In congue. Etiam justo. Etiam pretium iaculis justo.,1954.43,723,723,22
724,03/04/2024,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,624.05,724,724,61
725,12/12/2023,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1563.37,725,725,53
726,03/21/2024,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",807.2,726,726,70
727,08/17/2023,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1783.57,727,727,25
728,10/10/2023,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",932.51,728,728,21
729,05/22/2024,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1895.27,729,729,47
730,01/17/2024,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",985.54,730,730,30
731,08/24/2023,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1350.7,731,731,10
732,09/15/2023,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1642.06,732,732,29
733,08/21/2023,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,783.23,733,733,2
734,07/11/2023,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,943.89,734,734,61
735,12/01/2023,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1228.51,735,735,57
736,05/23/2024,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,858.2,736,736,66
737,05/18/2024,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,1325.5,737,737,6
738,10/09/2023,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",1186.61,738,738,25
739,03/16/2024,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1679.83,739,739,22
740,05/19/2024,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1610.14,740,740,51
741,03/21/2024,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1163.74,741,741,16
742,12/14/2023,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1147.98,742,742,56
743,08/09/2023,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,1081.71,743,743,60
744,01/14/2024,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",1293.09,744,744,56
745,04/09/2024,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",691.64,745,745,23
746,05/19/2024,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,1698.54,746,746,33
747,10/22/2023,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",1514.35,747,747,39
748,04/15/2024,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",1633.52,748,748,22
749,09/23/2023,In congue. Etiam justo. Etiam pretium iaculis justo.,1108.17,749,749,21
750,03/16/2024,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",738.64,750,750,32
751,09/25/2023,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1453.65,751,751,69
752,10/23/2023,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,726.09,752,752,12
753,01/07/2024,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1582.69,753,753,10
754,03/20/2024,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1852.93,754,754,53
755,01/01/2024,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1643.98,755,755,30
756,10/01/2023,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,1625.62,756,756,66
757,12/22/2023,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1330.35,757,757,3
758,07/09/2023,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1714.42,758,758,25
759,08/29/2023,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1300.57,759,759,42
760,10/11/2023,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1837.26,760,760,60
761,06/07/2023,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,765.42,761,761,60
762,06/09/2023,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1402.02,762,762,24
763,08/04/2023,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",601.72,763,763,39
764,04/10/2024,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1274.13,764,764,2
765,07/21/2023,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",571.25,765,765,62
766,09/20/2023,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",724.68,766,766,28
767,01/01/2024,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1068.14,767,767,9
768,10/13/2023,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1663.39,768,768,52
769,02/05/2024,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1295.31,769,769,37
770,12/06/2023,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,1070.75,770,770,36
771,08/10/2023,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,561.83,771,771,2
772,06/26/2023,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1969.34,772,772,59
773,06/26/2023,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,1437.3,773,773,19
774,10/25/2023,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1253.98,774,774,39
775,05/30/2024,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",618.01,775,775,45
776,10/10/2023,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,1338.32,776,776,35
777,12/17/2023,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1567.44,777,777,16
778,09/08/2023,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",838.32,778,778,14
779,04/23/2024,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1421.37,779,779,32
780,05/05/2024,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",510.66,780,780,6
781,07/29/2023,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1834.68,781,781,37
782,07/14/2023,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1156.72,782,782,14
783,10/26/2023,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1485.51,783,783,28
784,12/09/2023,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1320.04,784,784,62
785,08/16/2023,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,1185.56,785,785,69
786,05/08/2024,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1520.77,786,786,62
787,09/30/2023,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1233.29,787,787,59
788,01/29/2024,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",1617.78,788,788,49
789,03/06/2024,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",1599.0,789,789,65
790,04/24/2024,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1139.1,790,790,33
791,11/07/2023,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,1171.16,791,791,51
792,11/16/2023,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,1809.71,792,792,11
793,06/30/2023,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",739.48,793,793,56
794,04/24/2024,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1133.05,794,794,27
795,01/01/2024,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1129.23,795,795,58
796,12/29/2023,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,1998.41,796,796,16
797,06/15/2023,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",853.64,797,797,26
798,04/10/2024,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1789.1,798,798,35
799,08/26/2023,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1504.7,799,799,62
800,08/17/2023,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",1327.29,800,800,52
801,03/21/2024,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1047.75,801,801,1
802,12/10/2023,Sed ante. Vivamus tortor. Duis mattis egestas metus.,1629.35,802,802,43
803,11/13/2023,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",894.89,803,803,63
804,01/15/2024,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,679.39,804,804,68
805,07/25/2023,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1671.85,805,805,49
806,09/15/2023,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1102.35,806,806,44
807,10/27/2023,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,593.42,807,807,55
808,09/11/2023,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1113.7,808,808,26
809,03/14/2024,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1410.22,809,809,5
810,04/28/2024,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1524.11,810,810,51
811,10/28/2023,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,1313.6,811,811,35
812,12/17/2023,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",987.97,812,812,62
813,11/26/2023,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",537.9,813,813,38
814,01/18/2024,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1435.25,814,814,11
815,03/26/2024,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,1957.38,815,815,25
816,07/29/2023,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,1556.28,816,816,54
817,01/25/2024,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",626.72,817,817,32
818,01/23/2024,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,600.41,818,818,46
819,01/11/2024,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1726.78,819,819,13
820,04/29/2024,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1542.58,820,820,10
821,12/24/2023,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1722.58,821,821,46
822,06/23/2023,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1528.79,822,822,55
823,11/06/2023,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1840.68,823,823,4
824,06/08/2023,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1347.22,824,824,17
825,05/15/2024,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",501.61,825,825,70
826,11/06/2023,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",800.99,826,826,38
827,07/14/2023,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",894.49,827,827,22
828,04/21/2024,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1756.99,828,828,56
829,03/20/2024,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1764.85,829,829,22
830,07/08/2023,Sed ante. Vivamus tortor. Duis mattis egestas metus.,1202.99,830,830,30
831,03/28/2024,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1572.4,831,831,30
832,03/03/2024,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1038.17,832,832,49
833,01/15/2024,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",868.8,833,833,39
834,02/19/2024,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,544.7,834,834,12
835,04/04/2024,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1300.2,835,835,43
836,06/06/2024,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1132.03,836,836,5
837,11/29/2023,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",997.19,837,837,47
838,12/21/2023,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",702.58,838,838,1
839,06/21/2023,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1076.4,839,839,10
840,07/24/2023,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1273.77,840,840,23
841,05/24/2024,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",1723.69,841,841,27
842,12/03/2023,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1413.02,842,842,44
843,09/07/2023,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",793.73,843,843,26
844,11/08/2023,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1607.07,844,844,28
845,07/23/2023,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",860.61,845,845,25
846,12/15/2023,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1651.51,846,846,33
847,12/01/2023,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1811.02,847,847,31
848,10/21/2023,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1256.04,848,848,40
849,02/24/2024,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1967.61,849,849,36
850,02/02/2024,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,616.32,850,850,59
851,08/22/2023,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",1631.92,851,851,30
852,02/13/2024,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",639.93,852,852,62
853,12/02/2023,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1310.45,853,853,9
854,09/18/2023,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",1376.65,854,854,41
855,11/23/2023,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1895.25,855,855,35
856,06/01/2024,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",585.4,856,856,29
857,06/28/2023,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1527.32,857,857,14
858,12/02/2023,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1121.26,858,858,65
859,08/11/2023,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",691.63,859,859,58
860,05/19/2024,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1681.26,860,860,37
861,03/06/2024,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",957.57,861,861,12
862,12/27/2023,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",1301.25,862,862,13
863,03/28/2024,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",801.25,863,863,54
864,05/25/2024,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",965.95,864,864,30
865,11/21/2023,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",586.08,865,865,64
866,07/09/2023,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",651.42,866,866,19
867,05/25/2024,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",1910.41,867,867,14
868,03/24/2024,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,1524.58,868,868,6
869,11/02/2023,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,1060.74,869,869,44
870,05/05/2024,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",1494.44,870,870,5
871,01/28/2024,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1439.19,871,871,45
872,01/27/2024,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,829.25,872,872,59
873,01/22/2024,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1031.83,873,873,3
874,04/30/2024,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1000.23,874,874,42
